Seed,Mean_Accuracy,Std_Accuracy,Mean_Kappa,Std_Kappa
42,0.6996407268982089,0.08682472653075614,0.3992814537964177,0.1736494530615123
123,0.7155518392489497,0.07291343072864404,0.4311036784978993,0.1458268614572881
456,0.7178175853872448,0.07448967970452258,0.4356351707744896,0.1489793594090451
