Seed,Mean_Accuracy,Std_Accuracy,Mean_Kappa,Std_Kappa
42,0.5054012345679013,0.043648566739910334,0.010802469135802469,0.08729713347982068
123,0.4938271604938272,0.0300826985950894,-0.01234567901234571,0.0601653971901788
456,0.51929012345679,0.026951001846563228,0.03858024691358023,0.0539020036931265
